Year;Month;Day;Hour;Minute;Wind Speed daily mean;Wind Direction daily mean;Wind Speed daily max;Wind Speed daily min
2002;05;23;00;00;10.40;275.01;17.71;3.51
2002;05;24;00;00;6.29;221.71;10.79;2.78
2002;05;25;00;00;6.56;219.18;16.65;3.34
2002;05;26;00;00;7.80;212.32;16.33;2.93
2002;05;27;00;00;4.91;218.49;7.32;2.24
2002;05;28;00;00;7.87;233.50;11.60;3.92
2002;05;29;00;00;9.73;244.56;17.61;0.74
2002;05;30;00;00;3.85;106.16;6.30;1.33
2002;05;31;00;00;3.67;162.25;6.91;0.53
2002;06;01;00;00;7.69;61.74;12.13;3.69
2002;06;02;00;00;6.73;81.38;10.71;2.85
2002;06;03;00;00;6.65;182.83;14.47;2.90
2002;06;04;00;00;4.58;186.00;8.26;3.10
2002;06;05;00;00;6.68;204.86;20.97;0.18
2002;06;06;00;00;5.59;294.81;9.56;0.86
2002;06;07;00;00;16.70;255.01;24.92;1.41
2002;06;08;00;00;3.20;189.31;4.94;1.74
2002;06;09;00;00;7.62;283.38;12.78;4.48
2002;06;10;00;00;13.18;260.37;17.69;7.29
2002;06;11;00;00;12.11;230.71;21.26;4.56
2002;06;12;00;00;9.73;210.38;19.75;4.38
2002;06;13;00;00;13.56;235.42;24.98;3.92
2002;06;14;00;00;3.84;168.67;6.05;2.00
2002;06;15;00;00;6.06;172.77;10.24;2.43
2002;06;16;00;00;3.29;233.88;5.34;1.19
2002;06;17;00;00;3.56;142.31;5.02;1.91
2002;06;18;00;00;4.07;196.93;5.87;2.64
2002;06;19;00;00;7.72;134.05;16.03;1.89
2002;06;20;00;00;9.89;193.78;24.66;2.68
2002;06;21;00;00;3.57;128.84;7.26;0.88
2002;06;22;00;00;5.90;195.73;12.30;1.00
2002;06;23;00;00;7.45;168.71;15.95;2.56
2002;06;24;00;00;6.51;166.85;8.53;4.86
2002;06;25;00;00;8.88;38.78;12.93;4.27
2002;06;26;00;00;3.01;143.24;4.72;0.64
2002;06;27;00;00;9.06;255.64;17.65;2.24
2002;06;28;00;00;7.41;332.31;10.20;3.03
2002;06;29;00;00;5.09;251.09;8.98;1.43
2002;06;30;00;00;4.67;223.19;9.24;1.34
2002;07;01;00;00;10.50;244.26;19.92;3.86
2002;07;02;00;00;14.11;261.41;24.18;3.63
2002;07;03;00;00;17.15;223.21;28.95;4.59
2002;07;04;00;00;15.99;251.53;29.50;1.54
2002;07;05;00;00;2.96;178.59;5.09;0.18
2002;07;06;00;00;5.78;268.79;9.35;0.89
2002;07;07;00;00;4.06;200.24;5.95;0.51
2002;07;08;00;00;3.53;154.68;4.63;2.28
2002;07;09;00;00;4.94;189.28;11.00;1.21
2002;07;10;00;00;6.32;206.29;14.01;1.55
2002;07;11;00;00;3.90;182.61;8.56;1.35
2002;07;12;00;00;2.95;124.75;6.24;1.33
2002;07;13;00;00;6.80;287.00;10.42;3.54
2002;07;14;00;00;6.00;321.18;8.17;4.17
2002;07;15;00;00;9.84;155.44;11.42;6.33
2002;07;16;00;00;6.27;201.90;9.45;3.53
2002;07;17;00;00;8.17;279.97;11.88;4.31
2002;07;18;00;00;5.31;208.34;8.85;2.04
2002;07;19;00;00;3.25;43.00;5.23;0.93
2002;07;20;00;00;4.43;179.71;8.02;2.22
2002;07;21;00;00;12.56;240.29;25.33;3.37
2002;07;22;00;00;6.36;255.06;11.04;1.17
2002;07;23;00;00;7.28;240.69;13.59;2.19
2002;07;24;00;00;15.30;253.80;23.98;6.51
2002;07;25;00;00;10.06;248.98;15.62;3.69
2002;07;26;00;00;4.68;212.46;9.40;0.53
2002;07;27;00;00;8.51;75.50;16.72;2.86
2002;07;28;00;00;2.66;72.64;4.72;1.46
2002;07;29;00;00;2.76;113.91;5.27;0.88
2002;07;30;00;00;2.20;129.48;3.51;0.24
2002;07;31;00;00;7.64;270.53;10.10;3.83
2002;08;01;00;00;8.70;252.03;14.29;0.43
2002;08;02;00;00;4.45;123.78;7.26;3.21
2002;08;03;00;00;6.17;239.11;12.37;1.81
2002;08;04;00;00;3.45;247.16;5.99;1.95
2002;08;05;00;00;4.69;199.59;9.34;2.00
2002;08;06;00;00;6.22;255.03;12.58;0.86
2002;08;07;00;00;6.89;245.27;9.34;3.05
2002;08;08;00;00;2.22;142.98;3.36;0.51
2002;08;09;00;00;5.60;237.15;9.89;2.31
2002;08;10;00;00;4.88;249.86;10.21;0.24
2002;08;11;00;00;7.38;270.05;8.56;6.23
2002;08;12;00;00;16.07;262.12;26.66;8.35
2002;08;13;00;00;5.24;205.10;7.61;2.66
2002;08;14;00;00;9.45;73.04;18.62;3.19
2002;08;15;00;00;5.87;83.33;11.19;2.31
2002;08;16;00;00;5.63;89.35;10.79;3.02
2002;08;17;00;00;5.21;91.20;9.32;2.95
2002;08;18;00;00;2.78;157.89;4.84;0.35
2002;08;19;00;00;3.99;169.29;4.96;2.05
2002;08;20;00;00;5.07;200.52;16.58;1.31
2002;08;21;00;00;4.27;273.00;7.00;1.00
2002;08;22;00;00;4.66;72.54;9.56;0.66
2002;08;23;00;00;1.89;124.58;3.96;0.89
2002;08;24;00;00;2.57;238.13;4.34;0.86
2002;08;25;00;00;5.59;47.94;9.92;1.46
2002;08;26;00;00;7.36;204.87;14.92;2.01
2002;08;27;00;00;6.85;257.60;10.37;4.59
2002;08;28;00;00;5.35;283.81;8.89;0.93
2002;08;29;00;00;2.08;219.37;4.33;0.43
2002;08;30;00;00;3.50;110.30;7.63;1.02
2002;08;31;00;00;3.86;268.83;6.98;0.84
2002;09;01;00;00;10.56;119.64;13.47;7.37
2002;09;02;00;00;9.05;67.61;15.75;3.77
2002;09;03;00;00;3.82;120.45;5.50;2.21
2002;09;04;00;00;8.75;197.64;16.83;3.62
2002;09;05;00;00;4.31;248.59;8.09;1.79
2002;09;06;00;00;2.38;258.13;3.91;0.18
2002;09;07;00;00;3.41;153.76;4.13;2.56
2002;09;08;00;00;4.59;132.24;6.22;3.21
2002;09;09;00;00;4.16;199.64;8.32;0.86
2002;09;10;00;00;3.15;290.29;4.57;2.02
2002;09;11;00;00;5.95;87.01;10.20;2.16
2002;09;12;00;00;12.56;63.46;22.71;5.28
2002;09;13;00;00;10.61;61.85;20.98;3.66
2002;09;14;00;00;5.55;100.22;11.97;1.24
2002;09;15;00;00;6.97;120.29;13.08;1.33
2002;09;16;00;00;7.29;60.99;13.75;2.98
2002;09;17;00;00;3.95;70.64;5.90;2.63
2002;09;18;00;00;3.57;152.70;5.60;1.13
2002;09;19;00;00;5.82;214.79;11.16;3.21
2002;09;20;00;00;4.94;230.77;7.25;1.12
2002;09;21;00;00;3.47;102.47;6.56;1.43
2002;09;22;00;00;7.39;240.59;12.12;4.40
2002;09;23;00;00;8.71;317.18;10.97;6.88
2002;09;24;00;00;9.57;142.40;13.70;4.55
2002;09;25;00;00;5.52;268.49;8.89;3.23
2002;09;26;00;00;8.85;229.83;12.07;4.82
2002;09;27;00;00;5.62;259.73;6.69;4.61
2002;09;28;00;00;9.16;56.83;14.16;6.00
2002;09;29;00;00;7.90;77.97;15.31;3.62
2002;09;30;00;00;3.17;102.02;4.14;1.00
2002;10;01;00;00;3.44;100.33;4.27;2.18
2002;10;02;00;00;2.79;168.12;4.55;0.57
2002;10;03;00;00;4.75;236.64;9.88;2.10
2002;10;04;00;00;3.98;182.32;7.83;0.35
2002;10;05;00;00;4.65;226.00;10.28;0.88
2002;10;06;00;00;10.69;283.07;15.27;5.84
2002;10;07;00;00;4.96;65.42;6.79;1.17
2002;10;08;00;00;4.90;95.41;13.34;1.14
2002;10;09;00;00;5.63;87.57;7.32;4.19
2002;10;10;00;00;5.96;64.39;11.30;2.77
2002;10;11;00;00;3.80;34.60;6.96;1.33
2002;10;12;00;00;6.85;259.97;15.79;1.99
2002;10;13;00;00;5.43;210.12;10.98;0.88
2002;10;14;00;00;6.18;209.97;11.24;0.93
2002;10;15;00;00;6.00;203.21;14.56;0.18
2002;10;16;00;00;7.17;191.46;17.34;0.23
2002;10;17;00;00;15.30;253.34;25.57;3.43
2002;10;18;00;00;22.36;248.09;30.89;14.59
2002;10;19;00;00;15.75;237.47;35.89;1.91
2002;10;20;00;00;5.33;108.40;6.84;3.66
2002;10;21;00;00;5.22;155.58;7.28;3.23
2002;10;22;00;00;15.02;197.88;28.78;4.54
2002;10;23;00;00;25.05;249.53;33.07;10.13
2002;10;24;00;00;8.59;212.29;16.34;3.40
2002;10;25;00;00;12.97;210.88;19.33;7.89
2002;10;26;00;00;24.05;241.74;33.18;5.26
2002;10;27;00;00;26.50;224.59;44.71;5.33
2002;10;28;00;00;15.91;240.53;31.69;0.86
2002;10;29;00;00;4.50;153.88;5.90;2.90
2002;10;30;00;00;3.53;163.04;5.14;1.64
2002;10;31;00;00;2.91;231.91;6.18;0.18
2002;11;01;00;00;5.46;216.94;8.92;3.01
2002;11;02;00;00;7.66;205.46;12.33;3.92
2002;11;03;00;00;14.13;232.76;27.35;5.03
2002;11;04;00;00;17.16;266.80;27.05;8.41
2002;11;05;00;00;6.06;303.74;8.26;1.78
2002;11;06;00;00;4.54;177.16;9.24;0.35
2002;11;07;00;00;21.49;248.89;37.57;4.38
2002;11;08;00;00;17.14;237.28;26.01;11.40
2002;11;09;00;00;21.76;259.91;30.86;8.62
2002;11;10;00;00;8.15;214.14;14.39;2.77
2002;11;11;00;00;17.56;250.54;26.22;5.68
2002;11;12;00;00;5.59;189.67;9.65;3.36
2002;11;13;00;00;7.40;151.27;13.78;5.11
2002;11;14;00;00;4.10;167.67;5.93;1.91
2002;11;15;00;00;3.39;132.00;5.03;0.93
2002;11;16;00;00;6.69;176.99;12.12;4.24
2002;11;17;00;00;4.02;161.81;6.47;2.43
2002;11;18;00;00;4.38;252.51;6.71;0.79
2002;11;19;00;00;3.99;169.13;6.15;2.85
2002;11;20;00;00;4.73;113.66;5.65;3.66
2002;11;21;00;00;4.53;162.68;5.95;2.24
2002;11;22;00;00;7.89;218.73;12.80;3.92
2002;11;23;00;00;5.28;118.76;7.68;2.19
2002;11;24;00;00;4.06;34.15;6.32;2.52
2002;11;25;00;00;4.73;190.15;6.96;0.51
2002;11;26;00;00;4.52;183.81;5.57;3.25
2002;11;27;00;00;3.95;84.82;5.09;2.92
2002;11;28;00;00;5.52;174.07;13.53;2.48
2002;11;29;00;00;8.07;247.45;14.16;2.86
2002;11;30;00;00;6.39;269.43;9.56;3.58
2002;12;01;00;00;5.86;176.29;8.01;3.90
2002;12;02;00;00;15.84;235.55;25.29;5.27
2002;12;03;00;00;4.93;310.06;7.53;1.95
2002;12;04;00;00;4.01;215.49;6.08;2.10
2002;12;05;00;00;8.78;73.43;16.28;0.18
2002;12;06;00;00;13.03;33.06;15.30;10.44
2002;12;07;00;00;8.27;53.43;11.20;5.77
2002;12;08;00;00;6.55;63.31;10.55;3.51
2002;12;09;00;00;10.01;74.59;12.21;7.23
2002;12;10;00;00;6.35;80.86;7.99;5.20
2002;12;11;00;00;4.47;85.67;5.43;3.20
2002;12;12;00;00;2.24;122.87;3.66;0.81
2002;12;13;00;00;5.51;206.99;10.26;0.89
2002;12;14;00;00;5.04;108.25;6.70;2.63
2002;12;15;00;00;11.97;191.24;23.27;3.62
2002;12;16;00;00;11.01;229.43;18.36;4.39
2002;12;17;00;00;6.19;150.29;10.81;1.33
2002;12;18;00;00;12.66;58.60;14.56;11.01
2002;12;19;00;00;7.03;99.20;11.04;3.33
2002;12;20;00;00;7.77;196.79;11.54;5.60
2002;12;21;00;00;8.26;224.88;12.30;3.24
2002;12;22;00;00;9.19;207.06;15.34;2.89
2002;12;23;00;00;5.90;160.31;14.87;2.89
2002;12;24;00;00;3.85;182.43;6.76;1.84
2002;12;25;00;00;3.17;176.74;4.15;1.79
2002;12;26;00;00;5.45;146.12;8.26;3.47
2002;12;27;00;00;4.76;133.14;6.45;2.28
2002;12;28;00;00;8.84;218.78;22.75;2.34
2002;12;29;00;00;18.48;237.19;33.10;9.80
2002;12;30;00;00;22.74;243.04;35.01;12.06
2002;12;31;00;00;14.89;246.39;22.52;7.42
2003;01;01;00;00;12.24;226.84;18.45;8.12
2003;01;02;00;00;28.35;230.22;48.18;12.25
2003;01;03;00;00;23.90;238.63;32.68;16.69
2003;01;04;00;00;17.45;233.12;42.12;3.66
2003;01;05;00;00;8.90;166.50;15.31;6.19
2003;01;06;00;00;9.78;40.23;15.54;6.02
2003;01;07;00;00;15.68;40.35;19.92;13.58
2003;01;08;00;00;14.07;69.26;20.03;5.88
2003;01;09;00;00;9.16;60.14;12.05;5.99
2003;01;10;00;00;10.58;45.76;14.09;7.96
2003;01;11;00;00;16.67;56.83;26.77;11.49
2003;01;12;00;00;7.98;64.53;11.01;3.04
2003;01;13;00;00;10.92;217.06;15.23;4.07
2003;01;14;00;00;7.34;233.37;11.13;4.63
2003;01;15;00;00;7.50;217.10;11.27;4.30
2003;01;16;00;00;6.09;210.17;11.44;2.28
2003;01;17;00;00;6.33;171.95;9.62;2.71
2003;01;18;00;00;6.53;194.61;9.21;1.79
2003;01;19;00;00;11.42;187.04;19.34;6.65
2003;01;20;00;00;8.00;171.14;9.44;5.77
2003;01;21;00;00;6.57;149.50;10.24;3.83
2003;01;22;00;00;20.39;225.00;28.42;8.10
2003;01;23;00;00;24.87;262.31;35.41;10.56
2003;01;24;00;00;8.67;186.99;10.26;6.25
2003;01;25;00;00;4.45;145.14;7.55;1.02
2003;01;26;00;00;6.95;242.14;8.83;5.13
2003;01;27;00;00;9.49;230.86;11.75;7.58
2003;01;28;00;00;33.71;250.80;47.98;12.48
2003;01;29;00;00;30.12;256.50;41.42;12.50
2003;01;30;00;00;22.96;268.28;34.70;8.91
2003;01;31;00;00;9.34;324.36;14.16;3.65
2003;02;01;00;00;6.60;234.95;11.21;2.22
2003;02;02;00;00;17.98;227.78;30.56;9.48
2003;02;03;00;00;20.41;232.86;29.78;10.88
2003;02;04;00;00;15.96;275.98;30.40;4.23
2003;02;05;00;00;33.28;278.10;48.49;11.84
2003;02;06;00;00;18.36;260.58;38.83;5.11
2003;02;07;00;00;6.32;215.70;7.68;4.62
2003;02;08;00;00;4.55;210.91;5.79;2.53
2003;02;09;00;00;4.92;135.43;8.59;2.12
2003;02;10;00;00;3.41;106.41;6.26;1.24
2003;02;11;00;00;4.33;100.59;6.29;2.00
2003;02;12;00;00;7.22;85.65;11.04;4.86
2003;02;13;00;00;6.24;92.39;7.00;5.55
2003;02;14;00;00;5.44;81.00;9.69;1.89
2003;02;15;00;00;9.81;64.43;13.56;6.78
2003;02;16;00;00;30.84;68.88;42.31;14.26
2003;02;17;00;00;16.01;67.92;32.91;10.24
2003;02;18;00;00;9.07;80.65;11.26;7.62
2003;02;19;00;00;6.54;98.21;8.97;4.86
2003;02;20;00;00;4.19;84.89;4.76;3.45
2003;02;21;00;00;3.18;94.97;5.15;0.43
2003;02;22;00;00;4.93;113.84;6.45;2.95
2003;02;23;00;00;5.00;133.95;6.60;2.43
2003;02;24;00;00;5.64;105.70;6.82;3.93
2003;02;25;00;00;5.75;106.22;6.97;4.84
2003;02;26;00;00;4.65;107.79;6.54;3.21
2003;02;27;00;00;4.78;187.62;8.43;1.31
2003;02;28;00;00;6.39;209.72;9.67;3.90
2003;03;01;00;00;9.24;199.62;17.85;2.47
2003;03;02;00;00;25.16;232.70;42.51;11.22
2003;03;03;00;00;16.31;247.16;41.38;1.24
2003;03;04;00;00;6.53;176.62;18.24;3.45
2003;03;05;00;00;4.88;141.21;7.06;2.63
2003;03;06;00;00;17.40;239.48;30.73;5.76
2003;03;07;00;00;4.64;184.59;9.86;1.18
2003;03;08;00;00;15.13;240.88;22.65;7.02
2003;03;09;00;00;7.31;222.68;9.04;4.62
2003;03;10;00;00;7.19;211.18;12.95;4.10
2003;03;11;00;00;13.24;204.12;28.63;5.31
2003;03;12;00;00;13.37;249.37;19.30;6.64
2003;03;13;00;00;17.36;53.70;31.13;5.86
2003;03;14;00;00;29.47;71.79;43.24;18.76
2003;03;15;00;00;29.36;73.67;43.31;13.54
2003;03;16;00;00;17.47;65.42;35.43;5.37
2003;03;17;00;00;4.71;141.81;8.09;1.21
2003;03;18;00;00;12.60;57.46;23.74;5.28
2003;03;19;00;00;5.92;49.10;11.24;1.87
2003;03;20;00;00;4.30;34.89;7.64;1.00
2003;03;21;00;00;7.60;68.49;14.76;2.66
2003;03;22;00;00;7.12;76.36;14.25;4.61
2003;03;23;00;00;2.86;147.21;5.34;0.59
2003;03;24;00;00;2.97;191.65;4.39;1.12
2003;03;25;00;00;3.25;88.65;5.98;0.59
2003;03;26;00;00;3.34;105.40;5.43;1.14
2003;03;27;00;00;3.64;133.21;4.87;2.12
2003;03;28;00;00;3.93;152.02;6.47;1.96
2003;03;29;00;00;2.90;250.85;4.36;1.58
2003;03;30;00;00;3.22;119.01;5.20;1.58
2003;03;31;00;00;10.24;97.09;17.31;3.55
2003;04;01;00;00;13.66;202.99;29.66;3.11
2003;04;02;00;00;20.43;288.09;35.25;8.44
2003;04;03;00;00;13.93;119.48;18.24;9.87
2003;04;04;00;00;14.48;50.33;25.05;4.60
2003;04;05;00;00;8.27;239.05;18.32;1.41
2003;04;06;00;00;13.33;95.04;17.31;8.43
2003;04;07;00;00;21.53;71.54;29.11;12.64
2003;04;08;00;00;8.45;56.76;14.19;4.47
2003;04;09;00;00;3.52;103.29;6.11;0.88
2003;04;10;00;00;10.81;210.27;27.94;2.28
2003;04;11;00;00;5.87;186.14;13.84;2.28
2003;04;12;00;00;12.23;205.84;27.74;1.14
2003;04;13;00;00;11.58;98.24;22.74;3.86
2003;04;14;00;00;9.21;86.60;18.81;4.53
2003;04;15;00;00;8.77;88.32;17.61;3.98
2003;04;16;00;00;7.32;75.94;14.36;3.20
2003;04;17;00;00;11.15;62.87;21.52;3.85
2003;04;18;00;00;11.89;47.55;17.74;4.08
2003;04;19;00;00;12.17;71.38;18.46;2.92
2003;04;20;00;00;7.48;116.57;17.96;1.54
2003;04;21;00;00;6.76;252.16;9.59;3.63
2003;04;22;00;00;4.34;208.37;6.55;2.12
2003;04;23;00;00;5.29;55.12;10.63;1.52
2003;04;24;00;00;4.54;99.79;8.26;1.54
2003;04;25;00;00;4.62;146.09;6.75;2.69
2003;04;26;00;00;11.20;233.38;19.14;4.34
2003;04;27;00;00;16.76;242.03;22.85;4.33
2003;04;28;00;00;8.57;177.07;18.65;4.82
2003;04;29;00;00;6.14;181.88;11.48;2.64
2003;04;30;00;00;14.42;210.45;27.69;4.32
2003;05;01;00;00;9.94;213.16;16.88;1.00
2003;05;02;00;00;11.41;198.30;22.58;3.33
2003;05;03;00;00;10.28;176.28;25.93;0.51
2003;05;04;00;00;5.20;131.50;6.26;3.90
2003;05;05;00;00;4.47;167.91;6.44;1.43
2003;05;06;00;00;7.84;162.78;13.21;2.86
2003;05;07;00;00;10.27;52.35;18.22;4.19
2003;05;08;00;00;8.09;240.99;20.37;0.89
2003;05;09;00;00;5.32;240.98;9.25;3.24
2003;05;10;00;00;4.10;180.39;7.19;0.43
2003;05;11;00;00;4.29;97.48;6.69;1.64
2003;05;12;00;00;9.22;272.93;15.35;4.24
2003;05;13;00;00;15.30;273.34;23.66;5.20
2003;05;14;00;00;13.53;260.01;19.13;5.03
2003;05;15;00;00;6.14;176.43;8.89;3.45
2003;05;16;00;00;4.80;126.87;7.94;1.84
2003;05;17;00;00;8.42;212.76;12.82;4.20
2003;05;18;00;00;9.59;205.15;18.51;3.26
2003;05;19;00;00;14.49;249.56;22.18;8.06
2003;05;20;00;00;18.15;256.57;25.07;8.35
2003;05;21;00;00;14.56;254.34;19.62;5.56
2003;05;22;00;00;9.08;220.30;14.59;5.33
2003;05;23;00;00;8.11;202.15;15.32;1.91
2003;05;24;00;00;6.49;221.86;12.93;3.26
2003;05;25;00;00;6.67;309.64;12.86;3.69
2003;05;26;00;00;7.37;171.57;9.80;5.43
2003;05;27;00;00;5.68;248.96;9.39;3.91
2003;05;28;00;00;7.53;36.09;11.97;4.49
2003;05;29;00;00;4.25;52.22;6.72;1.18
2003;05;30;00;00;2.07;178.35;3.56;0.92
2003;05;31;00;00;2.44;177.25;5.60;0.81
2003;06;01;00;00;3.06;82.03;6.59;1.87
2003;06;02;00;00;4.35;196.14;10.79;0.51
2003;06;03;00;00;2.46;148.02;4.34;0.43
2003;06;04;00;00;4.42;170.39;7.02;2.31
2003;06;05;00;00;4.58;258.15;9.87;0.53
2003;06;06;00;00;3.21;237.30;5.37;0.59
2003;06;07;00;00;2.52;91.02;4.30;0.92
2003;06;08;00;00;7.75;206.86;15.26;2.11
2003;06;09;00;00;5.10;130.76;7.49;3.71
2003;06;10;00;00;5.08;178.64;8.64;2.68
2003;06;11;00;00;3.69;177.79;8.03;1.87
2003;06;12;00;00;3.94;150.05;6.18;2.80
2003;06;13;00;00;4.07;218.65;7.54;2.21
2003;06;14;00;00;2.95;138.85;7.45;0.84
2003;06;15;00;00;4.40;236.94;8.36;1.29
2003;06;16;00;00;4.61;71.77;9.66;1.00
2003;06;17;00;00;4.08;168.96;9.22;0.64
2003;06;18;00;00;9.41;251.88;16.20;0.93
2003;06;19;00;00;6.21;251.77;10.53;2.48
2003;06;20;00;00;10.43;270.84;17.94;3.33
2003;06;21;00;00;4.45;141.57;7.10;1.78
2003;06;22;00;00;3.73;136.14;5.52;1.79
2003;06;23;00;00;10.58;221.63;21.01;3.63
2003;06;24;00;00;6.25;202.18;13.34;0.43
2003;06;25;00;00;7.12;46.39;11.63;2.99
2003;06;26;00;00;3.08;160.05;8.29;0.85
2003;06;27;00;00;7.75;220.61;17.15;0.64
2003;06;28;00;00;3.08;188.25;5.37;1.31
2003;06;29;00;00;3.91;162.06;6.50;1.17
2003;06;30;00;00;6.98;218.79;15.94;2.93
2003;07;01;00;00;8.79;255.51;19.17;2.66
2003;07;02;00;00;17.96;253.95;25.02;3.34
2003;07;03;00;00;14.00;252.05;20.41;5.78
2003;07;04;00;00;12.80;254.09;19.38;6.19
2003;07;05;00;00;5.44;215.25;8.29;0.74
2003;07;06;00;00;4.58;73.07;9.79;0.89
2003;07;07;00;00;3.03;56.91;5.04;0.59
2003;07;08;00;00;4.16;210.53;7.67;0.79
2003;07;09;00;00;4.97;167.09;9.29;0.43
2003;07;10;00;00;3.74;78.65;7.37;1.33
2003;07;11;00;00;2.48;114.57;4.42;0.53
2003;07;12;00;00;6.07;177.14;12.14;0.84
2003;07;13;00;00;6.96;55.17;12.84;2.56
2003;07;14;00;00;7.86;75.62;13.20;3.58
2003;07;15;00;00;3.57;131.33;6.23;1.43
2003;07;16;00;00;8.44;200.12;18.00;3.51
2003;07;17;00;00;7.23;261.98;10.64;0.92
2003;07;18;00;00;4.29;90.55;8.03;2.28
2003;07;19;00;00;4.12;102.71;5.87;2.71
2003;07;20;00;00;4.53;152.10;8.61;0.86
2003;07;21;00;00;3.98;169.69;12.91;0.88
2003;07;22;00;00;3.13;221.08;7.00;0.24
2003;07;23;00;00;3.05;149.99;6.66;0.64
2003;07;24;00;00;7.94;220.82;16.79;2.43
2003;07;25;00;00;3.51;147.72;8.68;2.24
2003;07;26;00;00;5.76;195.28;11.95;1.14
2003;07;27;00;00;6.48;244.83;14.30;0.43
2003;07;28;00;00;4.72;251.48;7.26;2.04
2003;07;29;00;00;4.36;74.33;7.88;0.64
2003;07;30;00;00;5.39;229.68;11.05;2.97
2003;07;31;00;00;3.54;261.68;6.04;0.51
2003;08;01;00;00;5.83;72.00;12.71;0.53
2003;08;02;00;00;4.46;68.64;9.11;0.84
2003;08;03;00;00;4.66;85.59;8.98;1.29
2003;08;04;00;00;5.52;71.41;11.75;0.85
2003;08;05;00;00;4.76;68.69;9.92;0.53
2003;08;06;00;00;5.80;67.35;12.22;0.53
2003;08;07;00;00;6.59;82.06;13.63;1.85
2003;08;08;00;00;5.95;102.89;13.25;2.00
2003;08;09;00;00;3.83;117.85;6.59;1.31
2003;08;10;00;00;3.71;185.27;5.33;1.51
2003;08;11;00;00;3.68;137.63;6.61;0.88
2003;08;12;00;00;3.48;127.93;4.98;1.96
2003;08;13;00;00;6.77;237.49;12.86;3.34
2003;08;14;00;00;7.66;205.58;21.44;1.05
2003;08;15;00;00;6.34;232.61;10.92;2.18
2003;08;16;00;00;4.07;108.07;6.81;0.84
2003;08;17;00;00;3.50;136.48;6.93;0.18
2003;08;18;00;00;9.45;232.05;18.66;2.66
2003;08;19;00;00;6.83;201.63;14.96;1.34
2003;08;20;00;00;2.95;139.60;4.77;1.74
2003;08;21;00;00;3.49;217.53;7.56;0.43
2003;08;22;00;00;4.74;231.19;10.56;0.93
2003;08;23;00;00;3.69;187.37;7.16;0.18
2003;08;24;00;00;5.09;49.23;8.14;1.24
2003;08;25;00;00;6.73;37.00;10.52;2.33
2003;08;26;00;00;6.16;254.78;14.07;0.88
2003;08;27;00;00;6.22;207.84;9.72;2.34
2003;08;28;00;00;4.58;161.68;9.67;1.21
2003;08;29;00;00;13.13;213.17;27.01;4.12
2003;08;30;00;00;12.95;265.63;22.81;3.90
2003;08;31;00;00;5.32;261.04;8.09;2.10
2003;09;01;00;00;4.45;200.47;9.73;0.23
2003;09;02;00;00;7.01;40.37;11.51;2.04
2003;09;03;00;00;11.03;60.21;19.48;3.96
2003;09;04;00;00;5.05;91.73;6.90;3.60
2003;09;05;00;00;5.84;212.84;13.40;0.92
2003;09;06;00;00;5.18;216.09;8.87;2.12
2003;09;07;00;00;4.35;139.99;10.28;1.71
2003;09;08;00;00;9.62;196.83;19.06;1.78
2003;09;09;00;00;7.17;120.48;12.75;2.93
2003;09;10;00;00;14.96;249.83;24.57;3.19
2003;09;11;00;00;13.27;273.33;17.26;7.79
2003;09;12;00;00;6.47;215.21;12.27;3.30
2003;09;13;00;00;9.25;59.99;14.73;2.98
2003;09;14;00;00;14.02;68.91;22.58;8.30
2003;09;15;00;00;4.47;83.06;7.50;2.85
2003;09;16;00;00;3.22;173.19;4.33;1.92
2003;09;17;00;00;3.07;104.44;4.66;1.55
2003;09;18;00;00;3.57;176.98;4.92;0.35
2003;09;19;00;00;3.09;134.09;4.98;0.51
2003;09;20;00;00;2.76;171.94;4.15;0.24
2003;09;21;00;00;2.98;179.78;4.33;0.88
2003;09;22;00;00;9.76;210.80;15.73;3.26
2003;09;23;00;00;12.57;241.52;19.71;4.49
2003;09;24;00;00;12.25;49.91;19.42;5.11
2003;09;25;00;00;5.74;86.29;10.02;3.86
2003;09;26;00;00;9.23;215.19;19.43;3.34
2003;09;27;00;00;3.08;220.34;5.01;1.78
2003;09;28;00;00;4.61;198.99;9.24;1.60
2003;09;29;00;00;8.62;223.25;14.00;3.92
2003;09;30;00;00;4.82;97.36;5.87;3.98
2003;10;01;00;00;4.36;140.90;6.89;2.93
2003;10;02;00;00;4.38;171.20;5.62;1.43
2003;10;03;00;00;6.67;224.44;11.25;3.83
2003;10;04;00;00;13.85;265.97;17.51;8.59
2003;10;05;00;00;15.36;283.10;22.91;10.72
2003;10;06;00;00;27.36;256.39;41.27;11.05
2003;10;07;00;00;35.60;256.89;57.76;16.97
2003;10;08;00;00;23.61;256.85;36.60;17.64
2003;10;09;00;00;16.98;252.71;28.08;5.56
2003;10;10;00;00;9.19;243.07;19.95;3.21
2003;10;11;00;00;2.97;144.24;4.86;1.52
2003;10;12;00;00;5.67;78.46;9.44;2.66
2003;10;13;00;00;4.30;88.43;6.38;3.11
2003;10;14;00;00;8.77;70.28;17.19;4.28
2003;10;15;00;00;9.26;65.82;14.86;5.37
2003;10;16;00;00;10.45;65.39;21.38;5.18
2003;10;17;00;00;6.58;74.69;10.62;3.62
2003;10;18;00;00;4.89;79.27;8.44;2.40
2003;10;19;00;00;2.99;164.93;5.24;1.34
2003;10;20;00;00;3.86;103.93;5.54;1.55
